name,A,B,Bprime,C,E,F,G,HPLC,BefVis,BefUVS,BefUVL,Archers,AftVis,AftUV,M,F1,F2,F3,KResult,CResult,KCResult,PDResult,Cortex,Medulla,Notes,Related,Reference,Lichens,Synonyms,Path,GroupName,Class,GLossID
Hyperpicrolichenic acid,41,x,49,40,x,x,x,45,−,+,?,x,P.Yellow,Purple,470,426,105,88,No Result,No Result,Red,No Result,?,?,Occurs in Pertusaria truncata,"Isohyperpicrolichenic acid, Picrolichenic acid, Subpicrolichenic acid,Superpicrolichenic acid","Elix, JA Venables, D Archer, AW 1994: 70. Further new depsones from the lichen Pertusariatruncata. Australian Journal of Chemistry 47: 1345-1353.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Hyperplanaic acid,51,x,44,59,x,x,x,51,−,+,?,No Result,P.Yellow,Purple,-1,236,235,x,No Result,No Result,No Result,No Result,?,?,Occurs in Lecanora planaica,"Planaic acid, Isohyperplanaic acid, Superplanaic acid","Elix, JA Barclay, CE Lumbsch, HT 1994: New depsides from the lichen Lecanora planaica.Australian Journal of Chemistry 47: 1199-1203.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Hypoalectorialic acid,35,x,40,14,x,x,x,21,−,+,?,x,P.Grey,Blue,-1,182,181,180,No Result,No Result,No Result,No Result,?,?,Occurs in Hypotrachyna hypoalectorialica,Alectorialic acid,"Elix, JA Wardlaw, JH 1996: Hypoalectorialic acid and conechinocarpic acid, two new benzylesters from lichens. Australian Journal of Chemistry 49: 727-729.",,,acetyl-polymalonyl pathway,benzyl esters,benzyl esters,
Hypoconstictic acid,15,7,7,4,x,x,28,7,−,+,?,x,D.Red,D.Red,-1,354,336,317,Yellow,No Result,No Result,No Result,?,?,Acid Spray: dull red. LW UV: dull red. Occurs in Nephroma antarcticum,"α-Acetylhypoconstictic acid, Hyposalazinic acid, Hypostictic acid","Moroney, SE Ronaldson, KJ Wilkins, AL Green, TGA James, PW 1981: Depsidoneconstituents from the Quintaria group of Nephroma species. Phytochemistry 20: 787-789.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hyponephroarctin,x,x,x,x,x,x,x,x,−,+,?,x,x,x,358,193,166,151,No Result,Red,No Result,Yellow,?,?,Occurs in Nephroma arcticum,Nephroarctin,"Kinoshita, K Matsubara, H Koyama, K Takahashi, K Yoshimura, I Yamamoto, Y Miura,M Kinoshita, Y Kawai, K-I 1994: Topics in the chemistry of lichen compounds. Journal of the HattoriBotanical Laboratory 76: 227-234.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Hypopannarin,42,x,35,33,x,x,x,20,−,+,?,x,Yellow-brown,Orange,328,300,285,284,No Result,No Result,No Result,No result,?,?,Occurs in Leprocaulon adhaerens,"Dechloropannarin, Norpannarin, Pannarin","Knudsen, K Elix, JA Lendemer, JC 2007: Lepraria adhaerens: A new species from NorthAmerica. Opuscula Philolichenum 4: 5-10.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hypophysciosporin,63,x,58,52,34,x,x,40,−,+,?,x,Blue,D.Blue,394,392,362,360,No Result,No Result,No Result,No Result,?,?,Occurs in Erioderma phaeorhizum,"Argopsin, Hypoprotocetraric acid, Isovicanicin, Methyl virensate,Norvicanicin, Physciosporin, Vicanicin","Hamat, ABL Din, LB Samsudin, LWB Elix, JA 1993: Two new depsidones from the lichenErioderma phaeorhizum Vainio sensu lato. Australian Journal of Chemistry 46: 153-156.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hypoprotocetraric acid,22,43,37,22,x,x,48,19,−,+,?,Brown,Blue,D.Blue,344,326,300,x,No Result,No Result,No Result,No Result,?,?,"Acid Spray: initially bright blue; fades to pale orange, grey halo. Occurs in Xanthoparmeliahypoprotocetrarica","Conhypoprotocetraric acid, Convirensic acid, 4-O-Demethylnotaticacid, 2-Hydroxyhypoprotocetraric acid, Isonotatic acid, 4-O-Methylhypoprotocetraric acid, Notatic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North CarolinaPress, Chapel Hill: 155. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin, Heidelberg, New York: 331.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hypopsoromic acid,25,32,x,17,x,x,x,x,−,+,?,x,Yellow,Yellow,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Lecanora novomexicana,Psoromic acid,"Culberson, CF 1972: Improved conditions and new data for the identification of lichen products by astandardized thin-layer chromatographic method. Journal of Chromatography 72: 113-125.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hyposalazinic acid,34,27,26,8,x,x,44,8,−,+,?,x,P.Red,Pink,-1,314,297,286,Yellow then reddish C,No Result,No Result,No Result,?,?,Acid Spray: pale pink-red. LW UV: bright pink. Occurs in Xanthoparmelia quintaria,"Connorstictic acid, Hypoconstictic acid, Hypoprotocetraric acid,Hypostictic acid","Keogh, MF 1978: New β-orcinol depsidones from the Xanthoparmelia quintaria and aThelotrema species. Phytochemistry 17: 1192-1193.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hypostictic acid,42,33,32,32,x,x,61,13,−,+,?,x,P.Red,Pink,372,354,328,327,Yellow,No Result,No Result,No Result,?,?,Acid Spray: pale pink-red. LW UV: bright pink. Occurs in Xanthoparmelia quintaria,"Connorstictic acid, Hypoconstictic acid, Hypoprotocetraric acid,Hyposalazinic acid, 4-O-Methylhypoprotocetraric acid","Keogh, MF 1978: New β-orcinol depsidones from the Xanthoparmelia quintaria and aThelotrema species. Phytochemistry 17: 1192-1193.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hypostictolide [Hypostictinolide],58,x,x,52,30,x,x,22,−,+,?,x,P.Red,Pink,356,328,x,x,No Result,No Result,No Result,No Result,?,?,Minor component in Buellia lindigeri,"Hypoconstictic acid, Hypostictic acid","Giralt, M van den Boom, PG Elix, JA 2010: “Buellia lindigeri” and Rinodina hallii(Physciaceae), two closely related species. Bryologist 113: 99-105.",,Hypostictinolide,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Hypostepsilic acid [Norascomatic acid],23,x,43,25,x,x,x,17,−,+,?,Green,B.Blue,Purple,272,255,254,228,No Result,Green,No Result,No Result,?,?,Occurs in Bunodophoron patagonicum,"Ascomatic acid , 7-O-Methylnorascomatic acid, Methyl ascomatate,Isostrepsilic acid, Strepsilin","Kon, Y Iwashina, T Kashiwadani, H Wardlaw, JH Elix, JA 1997: A new dibenzofuran,isostrepsilic acid, produced by cultured mycobiont of the lichenized Ascomycete Usnea orientalis. Journal ofJapanese Botany 72: 67-71.",,Norascomatic acid,acetyl-polymalonyl pathway,furans & furanones,dibenzofurans,
Hypothallin,x,x,x,x,x,x,x,x,−,+,?,x,x,x,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Schismatomma hypothallinum,x,"Huneck, S Porzel, A Schmidt, J Follmann, G 1992: Hypothallin, ein weiterer Vertrter einesAminosäure-aminoalkohol-esters aus der Krustenflechte Schismatomma hypothallinum. Zeitschrift fürNaturforschung 47c: 785-790.",,,shikimic acid pathway,amino-acid derivatives,amino-acid derivatives,
Hypothamnolic acid,4,25,18,23,x,x,34,15,−,+,?,x,Brown,Brown,x,x,x,x,Purple,P.Red,No Result,No Result,?,?,Occurs in Pertusaria novaezelandiae,"Cryptothamnolic acid, Haemathamnolic acid, Thamnolic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 151. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 260.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Hypotrachynic acid [Dehydroisoobtusatic acid],x,x,x,18,x,x,x,x,−,+,?,x,Yellow,Green,370,342,x,x,No Result,No Result,No Result,No Result,?,?,reported to occur in Hypotrachyna revoluta [but possibly a misdetermination of Parmotremaperlatum],"Connorstictic acid, Constictic acid, Cryptostictic acid, Menegazziaicacid, Methyl stictic acid, Norstictic acid, Stictic acid","Papadopoulou, P Tzakou, O Vagias, C Kefalas, P Roussis, V 2007: β-Orcinol Metabolitesfrom the lichen Hypotrachyna revoluta. Molecules 12: 997-1005.",,Dehydroisoobtusatic acid,acetyl-polymalonyl pathway,depsides,orcinol β-orcinol depsides,
Imbricaric acid,42,75,71,50,x,x,x,34,−,+,?,x,Orange,Green,-1,238,220,196,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale orange, grey halo. LW UV: purple, green halo. Occur in Cetrelia cetrarioides","4-O-Demethylimbricaric acid, Loxodellic acid, Perlatolic acid,Stenosporic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 121. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 261.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Insignin,78,x,75,80,x,x,x,45,−,+,?,x,P.Yellow,B.Blue,380,219,206,191,No Result,No Result,No Result,No Result,?,?,"Occurs in Pseudobaeomyces pachycarpus, Porpidia glaucophaea","Confluentic acid, Glaucophaeic acid, Hyperconfluentic acid,Subconfluentic acid, Superconfluentic acid","Elix, JA Wardlaw, JH 1996: Synthesis of depsides present in the lichen Porpidia glaucophaea.Australian Journal of Chemistry 49: 817-924.",,,acetyl-polymalonyl pathway,coumarins,isocoumarins,
Islandicin,x,x,x,x,x,x,x,x,+,+,?,x,Orange,Red,270,253,242,213,Violet,No Result,No Result,No Result,?,?,Red-orange pigment. Minor component in Asahinea chrysantha,"Asahinin, Cynodontin","Mishchenko, NP Stepanenko, NL Krivoshchekova, OA Maximov, OB 1980: Anthraquinones ofAsahinea chrysantha. Khimiya Prirodnykh Soedinenii 2: 160-165. Bentina, V [ed.] Chromatography ofMycotoxins: Techniques and Applications. 1993, p202",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
"Isoarthothelin [2,5,7-Trichloronorlichexanthone]",45,x,44,37,6,18,x,36,+,+,?,x,Orange,Green,364,362,360,331,No Result,Orange,No Result,No Result,?,?,Yellow pigment. Occurs in Buellia aeruginosa,"2,5-Dichloronorlichexanthone, 5,7-Dichloronorlichexanthone,Thiophanic acid, 2,5,7-Trichlorolichexanthone, 2,5,7-Trichloro-3-O-methylnorlichexanthone","Elix, JA Jiang, H Portelli, VJ 1990: Structure and synthesis of the lichen xanthone isoarthothelin[2,5,7-trichloronorlichexanthone]. Australian Journal of Chemistry 43: 1291-1295.",,"2,5,7-Trichloronorlichexanthone",acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
Isodidymic acid,42,x,66,50,x,x,x,37,−,+,?,Green,D.Blue,B.Blue,370,352,326,276,No Result,Green,No Result,No Result,?,?,Occurs in chemical race of Cladonia didyma,"Condidymic acid, Didymic acid, Subdidymic acid","Chester, DO Elix, JA Kennedy, JM 1986: Isodidymic acid, a new dibenzofuran from the lichenCladonia didyma. Australian Journal of Chemistry 39: 1759-1764.",,,acetyl-polymalonyl pathway,furans & furanones,dibenzofurans,
Isofulgidin,66,x,58,52,28,x,x,37,−,+,?,x,P.Yellow,No Result,392,390,388,357,No Result,No Result,No Result,No Result,?,?,Best seen under SW UV before spraying. Acid Spray: very pale yellow. LW UV:strong brown.Occurs in Buellia tetrapla,"Caloploicin, Diploicin, Fulgidin, Fulgoicin","Birkbeck, AA Sargent, MV Elix, JA 1990: The structure of the lichen depsidones fulgidin andisofulgidin. Australian Journal of Chemistry 43: 419-425.",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
Isohyperlatolic acid,48,x,79,52,x,x,x,55,−,+,?,x,P.Yellow,Green,-1,454,267,266,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale yellow, grey halo. LW UV: purple, green halo. Occurs in Ropalospora viridis","Hyperlatolic acid, Perlatolic acid, Superlatolic acid","Culberson, CF Hale, ME Tønsberg, T Johnson, A 1984: New depsides from the lichen Dimelaenaoreina and Fuscidia viridis. Mycologia 76: 148-160.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Isohyperpicrolichenic acid,39,x,47,38,x,x,x,46,−,+,?,x,P.Yellow,Purple,426,426,69,55,No Result,No Result,Red,No Result,?,?,Occurs in Pertusaria truncata,"Hyperpicrolichenic acid, Picrolichenic acid, Superpicrolichenic acid","Elix, JA Venables, D Archer, AW 1994: 70. Further new depsones from the lichen Pertusariatruncata. Australian Journal of Chemistry 47: 1345-1353.",,,acetyl-polymalonyl pathway,depsones,depsones,
Isohyperplanaic acid,54,x,41,58,x,x,x,51,−,+,?,x,P.Yellow,Purple,-1,264,263,x,No Result,No Result,No Result,No Result,?,?,Occurs in Lecanora planaica,"Planaic acid, Hyperplanaic acid, Superplanaic acid","Elix, JA Barclay, CE Lumbsch, HT 1994: New depsides from the lichen Lecanora planaica.Australian Journal of Chemistry 47: 1199-1203.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Isohypocrelline [Isohypocrellin],40,x,7,32,x,x,x,50,+,+,?,x,D.Red,D.Red,546,528,485,459,Green,No Result,No Result,No Result,?,?,Deep red pigment. Occurs in Thecaria montagnei,x,"Mathey, A van Roy, W van Vaeck, L Eckhardt, G Steglich, W 1994: In situ analysis of a newperylene quinone in lichens by Fourier-transform laser microprobe mass spectrometry with external source.Rapid Communications in Mass Spectrometry 8: 46-52.",,Isohypocrellin,acetyl-polymalonyl pathway,quinones,perylenequinones,
Isolecanoric acid,20,x,25,6,x,x,x,5,−,+,?,x,Yellow,Green,x,x,x,x,No Result,Red,No Result,No Result,?,?,Occurs in Parmotrema tinctorum,Lecanoric acid,"Sakurai, A Goto, Y 1987: Chemical studies on the lichens. I. The structure of isolecanoric acid, anew ortho-depside from Parmelia tinctoria Despr. Bulletin of the Chemical Society of Japan 60: 1917-1918.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Isoleprapinic acid,67,x,35,59,x,50,x,14,+,+,?,x,Yellow,B.Blue,352,320,292,264,No Result,No Result,No Result,No Result,?,?,Yellow pigment. Accessory substance in Chrsyothrix occidentalis,Leprapinic acid,new report,,,shikimic acid pathway,pulvinic acid derivatives,pulvinic acid derivatives,
Isomegapicrolichenic acid,44,x,62,44,x,x,x,55,−,+,?,x,P.Yellow,Purple,526,483,482,355,No Result,No Result,Red,No Result,?,?,Minor component in Pertusaria truncata,"Hyperpicrolichenic acid, Isohyperpicrolichenic acid, Megapicrolichenicacid, Picrolichenic acid, Superpicrolichenic acid","Elix, JA Venables, D Archer, AW 1994: 70. Further new depsones from the lichen Pertusariatruncata. Australian Journal of Chemistry 47: 1345-1353.",,,acetyl-polymalonyl pathway,depsones,depsones,
Isomerochlorophaeic acid,49,x,56,54,x,x,x,28,−,+,?,x,Orange,Brown,-1,235,196,191,No Result,Red,No Result,No Result,?,?,Occurs in Ramalina cf. leiodea,"Merochlorophaeic acid, 4-O-Methylcryptochlorophaeic acid","Elix, JA Barclay, CE David, F Griffin, FK Hill, AM McConnell, DB Wardlaw, JH 1993:Synthesis of further lichen depsides. Australian Journal of Chemistry 46: 301-313.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Isonephrosterinic acid,43,x,55,40,x,x,x,36,−,−,?,x,No Result,Lilac,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Nephromopsis endocrocea,"Lichesterinic acid, Nephrosterinic acid, Protolichesterinic acid",new report,,,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic acids,
Isonorlobaridone,31,x,14,5,x,x,x,20,−,+,?,x,Grey,B.Blue,398,370,342,221,No Result,No Result,No Result,No Result,?,?,Occurs in Xanthoparmelia amplexula,"Norlobaridone, Norlobariol, Norlobariol methyl ester","Gream, GE Riggs, NV 1960: Chemistry of Australian lichens II. A new depsidone from Parmeliaconspersa (Ehrh.) Ach.. Australian Journal of Chemistry 13: 285-295.",,,acetyl-polymalonyl pathway,diphenyl ethers,diphenyl ethers,
Isonorobtusatic acid [Norisoobtusatic acid],30,x,53,28,x,x,x,36,−,+,?,Orange,Yellow,Green,332,182,168,165,No Result,Red,No Result,No Result,?,?,Occurs in Ramalina americana s.lat.,"Isoobtusatic acid, Norobtusatic acid, Obtusatic acid","Culberson, CF Culberson, WL Johnson, A 1990: The Ramalina americana complex(Ascomycotina, Ramalinaceae): chemical and geographical correlations. Bryologist 93: 167-186.",,Norisoobtusatic acid,acetyl-polymalonyl pathway,depsides,orcinol β-orcinol depsides,
Isonorpannarin [Norisopannarin],73,x,63,65,38,80,x,25,−,+,?,x,Yellow-brown,Brown,350,348,x,x,No Result,No Result,No Result PD,Yellow-orange,?,?,"Occurs in Lecanora dispersa, L. torrida","Norpannarin, Pannarin","Rosa, IN 2013. Las especies del género Lecanora sensu lato en la Argentina, Universidad Nacionaldel Comahue, 213pp",,Norisopannarin,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Isonotatic acid,38,x,42,43,x,x,56,24,−,+,?,x,Yellow,D.Blue,344,326,300,298,No Result,No Result,No Result,No Result,?,?,Occurs in Xanthoparmelia notata,"4-O-Methylhypoprotocetraric acid, Norisonotatic acid, Notatic acid,Subnotatic acid","Elix, JA Lajide, L 1984: The identification of further new depsidones in the lichen Parmelia notataKurok. Australian Journal of Chemistry 37: 857-866.",,,acetyl-polymalonyl pathway,depsidones,orcinol β-orcinol depsidones,
Isoobtusatic acid [3´-Methylevernic acid],43,x,62,50,x,x,x,32,−,+,?,x,Yellow,Green,346,182,165,164,No Result,No Result,No Result,No Result,?,?,"Acid Spray: strong-pale orange, grey halo. LW UV: strong purple, green halo. Occurs in Ramalinaamericana s.lat.","Isonorobtusatic acid, Norobtusatic acid, Obtusatic acid, Methyl 3´-methyllecanorate","Culberson, CF Culberson, WL Johnson, A 1990: The Ramalina americana complex(Ascomycotina, Ramalinaceae): chemical and geographical correlations. Bryologist 93: 167-186.",,3´-Methylevernic acid,acetyl-polymalonyl pathway,depsides,orcinol β-orcinol depsides,
Isopatagonic acid,38,x,33,42,x,x,x,44,−,+,?,x,Yellow,Green,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Bunodophoron patagonicum,"Isosphaeric acid, 2-O-Methylpatagonic acid, Patagonic acid,Sphaerophorin","Elix, JA Venables, D Wedin, M 1994: New dibenzofurans and depsides from the lichenBunodophoron patagonicum. Australian Journal of Chemistry 47: 1335-1344.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Isoplacodiolic acid [Mycousnine],49,x,63,65,x,x,x,27,−,+,?,x,P.Orange,Purple,376,344,260,250,Yellow,No Result,Yellow,No Result,?,?,"Occurs in Haematomma flexuosum, H. mattogrossense","Isousnic acid, Isopseudoplacodiolic acid, Placodiolic acid,Pseudoplacodiolic acid, Usnic acid","Elix, JA Senanayake, BS Kalb, K 1998: The structure of isoplacodiolic acid andisopseudoplacodiolic acid, two new dibenzofuran derivatives from the lichen genus Haematomma. Herzogia13: 145-149. Sassa, T Igarashi, M 1990: Structure of (-)-mycousnine and, (+)-isomycousnine and (+)-Oxymycousnine, new usnic acid derivatives from pathogenic Mycosphaerella nawae. Agricultural andBiological Chemistry 54: 2231.",,Mycousnine,acetyl-polymalonyl pathway,usnic acid derivatives,usnic acid derivatives,
Isopseudocyphellarin A,73,x,65,78,54,x,x,44,−,+,?,x,P.Yellow,P.Brown,402,210,194,193,No Result,Red,No Result,Yellow,?,?,"Acid Spray: pale yellow, blue-grey halo. LW UV: pale yellow-brown, fades to orange. Occurs inPseudocyphellaria pickeringii","2´-O-Methylphenarctin, 2´-O-Methylisopseudocyphellarin A, 2´-O-Methylpseudocyphellarin A, Phenarctin, Pseudocyphellarin A, Pseudocyphellarin B","Elix, JA Wardlaw, JH Wilkins, AL 1987: Five new fully substituted depsides from the lichenPseudocyphellaria pickeringii. Australian Journal of Chemistry 40: 2023-2029.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Isopseudoplacodiolic acid [Isomycousnine],44,x,48,53,x,x,x,25,−,+,?,x,P.Orange,Purple,376,344,260,250,Yellow,No Result,Yellow,No Result,?,?,"Occurs in Haematomma flexuosum, H. mattogrossense","Isousnic acid, Isoplacodiolic acid, Placodiolic acid, Pseudoplacodiolicacid, Usnic acid","Elix, JA Senanayake, BSKalb, K 1998: The structure of isoplacodiolic acid andisopseudoplacodiolic acid, two new dibenzofuran derivatives from the lichen genus Haematomma. Herzogia13: 145-149.",,Isomycousnine,acetyl-polymalonyl pathway,usnic acid derivatives,usnic acid derivatives,
Isorangiformic acid,38,x,43,42,x,x,x,x,−,−,?,x,No Result,No Result,368,350,336,322,No Result,No Result,No Result,No Result,?,?,Occurs in Lecanora stenotropa,"Norrangiformic acid, Rangiformic acid","Huneck, S 1982: (+)-Isorangiformic acid, a lichen substance from Lecanora stenotropa.Phytochemistry 21: 2407-2408.",,,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic acids,
